"","year","c_regin","regin","x1","x2","x3","x28","x4","x5","x6","x5.","x6.","x7","x8","x9","x10","x11","x13","x14","x15","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","id","critic_set1","critic_set2","entropy_set1","entropy_set2","combine_set1","combine_set2"
"261",2021,"湖北","z42",30.50969496,85.9294,1245.85,99.85,7047,2.072264746,3,1.257330638,3,89.15219879,782.0291138,52.35507202,6320,1283,30.8599968,0.8,117,2698209,215.0045776,415,70,6964.249023,123248720,1537.212646,3.783552647,456737.9688,0.50999999,131.37,"z42",0.173013538069147,0.154069605620807,0.188586847135482,0.164126275906849,0.18060324946294,0.15897558409586
"262",2013,"湖南","z43",5.30449942,17.9771,679.49,97.4,6098,1.409645407,2,1.040799334,1,93.19998932,712.0001221,91,1295,85,326.940033,0.34,136,917385.75,102.9999924,227,58,3480.001465,2710.500732,1211.695313,4.999410152,144707,0.310000002,68.95,"z43",0.0885777459376885,0.0745427216534606,0.0949179441655094,0.0759125796512112,0.0916676656537634,0.0752109839768432
"263",2014,"湖南","z43",7.12918942,32.5229,768.26,97.51,6370,1.402989289,2,2.125816931,2,92.55101776,795.0001831,85.99998474,1333,93,198.7000122,0.36,136,967200.1875,109.0000229,271,57,3637.503906,3133.876221,1289.170898,4.873109341,162612.9844,0.319999993,80.01,"z43",0.0900564109553716,0.0829392168961074,0.0956342134826101,0.0853190505583448,0.0927747742276206,0.0841001789629803
"264",2015,"湖南","z43",29.3354088,58.6,1013.08,97.98,6515,1.914214545,2,2.029763776,2,91.90656281,835.000061,86.99999237,1846,144,329.4899597,0.38,137,985246.125,113.0000076,273,71,3802.134766,3623.382568,1371.60022,4.75,193798.0625,0.340000004,111.74,"z43",0.105205283414153,0.092690591087426,0.113289508879378,0.0962088446726547,0.109145161436355,0.0944069122820132
"265",2016,"湖南","z43",21.45241032,137.193,1090.3,98.26,6969,1.927714478,3,1.635280157,2,91.26660156,874.999939,96,2164,179,203.720047,0.42,137,976723.4375,115.0000076,452,86,3974.216797,4189.348633,1459.300171,4.630000114,241901.0625,0.379999995,140.68,"z43",0.115934140531701,0.0985617010174558,0.124796453025136,0.101091407800353,0.120253222225917,0.0997957761807145
"266",2017,"湖南","z43",15.23349351,112.4496,1038.15,99.3,7226,1.910868827,5,2.865658111,3,90.63108826,952.999939,98.00001526,2715,200,172.0500031,0.44,139,1000353.125,120.0000076,534,92,4154.086914,4843.717773,1280.5,3.779999733,277966.9063,0.399999976,148.83,"z43",0.123011091943063,0.107270671507082,0.13357633013894,0.110140819667596,0.128160100954046,0.108670825305028
"267",2018,"湖南","z43",12.74618691,122.2839,874.8,99.64,7371,1.849101668,5,3.023787041,3,90.00000763,927.999939,96,2646,274,266.6399841,0.48,140,1012975.438,121.0000153,510,105,4342.098145,5600.29834,1836.099854,5.049999714,313188.9688,0.420000017,134.54,"z43",0.128100628925165,0.113467614736953,0.139453650900585,0.117316448627892,0.133633567356798,0.115345204007152
"268",2019,"湖南","z43",14.05631922,250.1484,725.5,99.72,8029,1.613717803,5,2.737063531,3,87.47516632,947.000061,94.00001526,3226,328,222.3099976,0.52,141,1016507.625,117.0000229,575,119,4521.242188,127529.1641,2024.000122,5.070000172,354322.125,0.439999998,144.83,"z43",0.132946873788326,0.119221213260932,0.144453587523915,0.123718324235618,0.138554714483718,0.121415053668761
"269",2020,"湖南","z43",17.59748601,184.8,639.91,99.74,7464,1.650675749,5,2.682978112,3,85.02116394,681.000061,90.00000763,4502,521,161.6499939,0.59,143,804243.375,121.9999771,631,110,4707.777344,2904075,2058,4.949999809,347866.125,0.409999996,139.87,"z43",0.128795175451946,0.114607934310329,0.140761792817835,0.119430723898136,0.134627151930431,0.116960651584985
"270",2021,"湖南","z43",18.8204214,99.412,605.88,99.75,7918,2.033247834,4,0.997238289,3,82.63600159,489.7160339,86.17021179,5512,787,140.4199829,0.73,144,636303.5,127.2136078,675,122,4902.008301,66131164,2092.570801,4.832839489,341527.75,0.382045478,134.98,"z43",0.145354875816435,0.12342028964132,0.159324819975607,0.130262474181125,0.152163181225638,0.12675813498375
